key,value
Original Non-Binary Character,6
Avvar (Dragon Age),6
Uzumaki Naruto,6
Leiliana,6
Avexis,6
Ketojan (Dragon Age),6
Nathan Drake,6
Female Sole Survivor,6
Original Templar Character(s) (Dragon Age),6
Severus Snape,6
cordelia cousland,6
Mother,6
multiple OCs,6
Vex'ahlia (Critical Role),6
Evelyn Trevelyn,6
Cirilla Fiona Elen Riannon,6
Daylen Amell,6
Ser Thrask (Dragon Age),6
OC's,6
Viddasala (Dragon Age),6
Original Male Characters,6
Tal-Vashoth (Characters),6
Hawke Family (Dragon Age),6
Rebel Mage(s) (Dragon Age),6
Grace,6
grim - Character,6
Amethyne (Dragon Age),6
Jane Foster (Marvel),6
Female Bosmer Dovahkiin | Dragonborn,6
Chargers - Character,6
Fenris (Mentioned),6
Aedale Hawke,6
Female Bosmer,6
Wisdom - Character,6
Wade Wilson,6
First Enchanter Orsino,6
Fem Hawke,6
The Inner Circle,6
Prosper de Montfort,6
Gregoir,6
Gandalf | Mithrandir,6
Male Dwarf Warden,6
Wanda Maximoff,6
Demons - Character,6
Vilkas,6
Nyssa,6
Elyon Andras,6
Magister(s) (Dragon Age),6
Thornton (Dragon Age),6
Ralof,6
Sylvia Hawke,6
Antivan Crow(s),6
Captain Garevel,6
Bull's Tama,6
Remus Lupin,6
Saarebas (Characters),6
Female Mage,6
Knight Commander Greagoir,6
Dick Grayson,6
Andras (Dragon Age),6
Mara Trevelyan,6
Adelin lavellan,6
Female Lavellan (mentioned),6
Bosmer Dovahkiin | Dragonborn,6
Dorian Pavus (mentioned),6
The Doctor (Doctor Who),6
Hunter Lavellan,6
Voldrik Glavonak,6
Divine Beatrix,6
Spirit(s) of Faith (Dragon Age),6
Elves - Character,6
The Chargers (Dragon Age),6
Madeleine Hawke,6
Lord Seeker Lucius,6
Frandlin Ivo,6
Molly Hooper,6
Valya,6
minor OCs,6
Arianni,6
Paivel,6
Isabela (mentioned),6
Kasumi Goto,6
Rolan (Dragon Age),6
Original Male Qunari Character(s),6
Ambiguous Inquisitor - Character,6
King Alistair Theirin - Character,6
Original Magister(s),6
Gender Neutral Warden,6
Rona Lavellan,6
Martin Septim,6
Anso,6
Dwarf Inquisitor,6
more to be added,6
Tsukishima Kei,6
Yamaguchi Tadashi,6
Kageyama Tobio,6
Other Characters Mentioned,6
Talibah Cadash,6
Female Hero of Kvatch | Champion of Cyrodiil,6
Sera (mentioned),6
Seren Hawke,6
Nonbinary Adaar,6
Original Female Avvar Character(s),6
Storvacker,6
Hakkon Wintersbreath,6
Idunna (Dragon Age),6
Ayr Lavellan,6
Amaris Lavellan,6
Dagon Vashoth,6
Ashera,6
King of Ferelden,6
Knight-Commander Gregoir,6
Child - Character,6
Karashok,6
Neria,6
Anabel Hawke,6
various - Character,6
Anaris,6
Sara,6
Cerberus (Mabari),6
Rogue Cadash,6
June Surana,6
Hall (Dragon Age),6
and their son,6
Xenon,6
Bree Lavellan,6
Rhachalle Lavellan (OC),6
The Dalish,6
Maerwynne Trevelyan,6
Mage OC,6
Female Desire Demon,6
Romulus,6
Legolas,6
Tauriel,6
Elrond,6
Ruck,6
Ismat Adaar,6
F!Amell,6
Risa Aeducan,6
Owain,6
Finn,6
Ria Hawke,6
Melody Hawke,6
Adelaide Hawke,6
Byrne Hawke,6
Emanuel Surana,6
Isolde,6
Alistiar,6
Teyrn Loghain Mac Tir,6
Joran Tabris,6
Katara (Avatar),5
Abigail Henderson,5
Kieris Mahariel,5
Bann Trevelyan (Dragon Age),5
Male Lone Wanderer,5
Arno Dorian,5
Original Female Dwarf Character(s),5
Rey (Star Wars),5
Poe Dameron,5
Armitage Hux,5
Noctis Lucis Caelum,5
Warden Stroud,5
Valo-Kas Mercenaries,5
Soldier: 76 | Jack Morrison,5
Telana (Dragon Age),5
Movran the Under,5
Original Inquisitor Character(s) (Dragon Age),5
Uchiha Sasuke,5
Odahviing (Elder Scrolls),5
Elizabeth Trevelyan,5
Arl Howe,5
Elan Ve'mal,5
Knight-Captain Briony,5
Sidony (Dragon Age),5
Yavana,5
Original Lavellan-Solas Child(ren) (Dragon Age),5
Fenarel (Dragon Age),5
Colette (Dragon Age),5
Luka (Dragon Age),5
Female Desire Demon(s) (Dragon Age),5
Seanna (Dragon Age),5
Your OC,5
Drass (Dragon Age),5
Godwin (Dragon Age),5
Yves Montilyet,5
kirkwall crew,5
Marjolaine (Dragon Age),5
Fog Warrior(s),5
Castillon - Character,5
Jo Harvelle,5
Spirit(s) of Hope (Dragon Age),5
Templar Carver - Character,5
Alfstanna (Dragon Age),5
Levi Dryden,5
Tairinn Trevelyan,5
Iskander,5
Teithranen Lavellan - Character,5
Aiden Lavellan,5
Keeper Hawen,5
Hermaeus Mora,5
Venatori - Character,5
Marion Hawke,5
Meredith Stannard (mentioned),5
and others - Character,5
Salem Cousland,5
Widowmaker | Amélie Lacroix,5
Aria T'Loak,5
Female Warrior Mahariel,5
hero of fereldan,5
Ashlinn Cousland,5
Herald of Andraste - Character,5
Original Female Altmer Character(s),5
Frodo Baggins,5
Aili Lavellan,5
Rona Norgreen,5
The Old Gods,5
Grunt (Mass Effect),5
Arden Hawke,5
Linnea (Dragon Age),5
Obi-Wan Kenobi,5
Fade Demon(s),5
Imshael,5
M!Lavellan,5
Original Adaar Child(ren),5
Cassandra Penteghast,5
Ophelia Trevelyan,5
Peter Parker,5
Mabari Puppy | Puppies,5
Inquisition - Character,5
Silas Lavellan,5
literally everyone,5
Mages (Character),5
and more,5
Original Non-Inquisitor Trevelyan,5
Pietro Maximoff,5
Dumat,5
Female City Elf,5
Ser Morris,5
Avvar (Characters),5
Emma Swan,5
Dworkin Glavonak,5
The Maker,5
Warden Commander Tabris,5
duncan (mentioned),5
Eamon,5
Sara | Sarah,5
Lambert van Reeves,5
Pangara Lavellan,5
Caronel,5
Lenya Mahariel - Character,5
Keili (Dragon Age),5
Nik,5
Emeric,5
Janar,5
Assan Lavellan,5
Anastasia Cousland,5
Skyhold - Character,5
Despair Demon(s) (Dragon Age),5
Taliesin,5
Hawke's Dog,5
Asha Trevelyan,5
Lyla Mahariel,5
Lady Landra,5
Female Mage Mahariel,5
Male Warrior Cousland,5
OC - Valina Voclain,5
Blackwall (mentioned),5
Hawke Twins - Character,5
Vivenne of Cavall,5
Asari,5
Adaar Family,5
Nonbinary Brosca,5
Archdemon(s),5
Lightning (Final Fantasy XIII),5
Yuna (Final Fantasy X & X-2),5
The Messenger,5
Keela Lavellan,5
Cutie - Character,5
Original Non-Inquisitor Lavellan,5
Anders' Manifesto,5
Diplomatic Hawke - Character,5
Asami Sato,5
Female Lavellan Inquisitor,5
Logan (X-Men),5
Hinata Shouyou,5
Tanaka Ryuunosuke,5
Takeda Ittetsu,5
Male Warrior Mahariel,5
Fairbanks,5
Saarebas Adaar,5
Aura (Dragon Age),5
Bard,5
Daern'thal,5
Gabriel Trevelyan,5
Male Rogue Adaar,5
Alessandra Hawke,5
Keeper Istimaethoriel,5
Auntie Lavellan,5
Mentions of Alistair,5
everyone else,5
ellana,5
Felix Pavus,5
Alva Brosca,5
Arik Lavellan,5
Lia (Dragon Age),5
Bethany Hawke (mentioned),5
Cabot,5
Sulahn'nehn Lavellan,5
Arvaarad,5
Titus Trevelyan,5
Nicolas (Dragon Age),5
Annie Hawke,5
Parivell Lavellan,5
Papa!Franken!Solas,5
Alris Lavellan,5
Kaeto Adaar,5
Calpernia,5
Other Characters,5
Maryden the bard,5
Momvellan,5
Elena Trevelyan,5
Dwarves - Character,5
Pride (Character),5
evelyn B trevelyan,5
Brynskuld Aeducan,5
dark!Solas - Character,5
Maurevar Carver,5
Inkuudi Adaar,5
Commander Cullen Rutherford,5
Ghewen Lavellan,5
Atticus Trevelyan,5
Harlow Trevelyan - Character,5
Sylvie Forester,5
Cael Mahariel,5
Viktoriea Trevelyan,5
Fade Spirit,5
Marianna Hawke,5
mentions of others,5
Goran Vael,5
Nonbinary Inquisitor,5
Roland Gilmore,5
Bella,5
Rynne Trevelyan,5
Maebh Hawke,5
jehrin trevelyan,5
Gry Hawke,5
Era Lavellan - Character,5
Brennan,5
Larius,5
Althea Hawke,5
Dori,5
Bifur,5
Bombur,5
Glóin,5
Elder Valendrian,5
Ned Cousland,5
Authiel Lavellan,5
Elsa (Frozen),5
Aislyr Lavellan,5
Tal-Vashoth - Character,5
Aslinn,5
Farrell Hawke,5
m!Amell,5
Shag,5
Original Half-Elf Character(s),4
Felan Lavellan,4
Bevin (Dragon Age),4
Cora Harper,4
"Hana ""D.Va"" Song",4
Midoriya Izuku,4
Narukami Yu,4
Female Lone Wanderer,4
Female Lavellan (Dragon Age),4
Sora (Kingdom Hearts),4
Finn (Star Wars),4
Hera Drakul,4
Yennefer z Vengerbergu | Yennefer of Vengerberg,4
Prompto Argentum,4
Original Cat Character(s),4
The Trevelyan Family,4
Female Cousland (Dragon Age),4
Divine Victoria (Dragon Age),4
Female Nord Dovahkiin | Dragonborn,4
ellanis tabris,4
House Trevelyan (Dragon Age),4
Female Dunmer Dovahkiin | Dragonborn,4
Paarthurnax (Elder Scrolls),4
Alarion,4
Alarion Lavellan,4
Original Grey Warden Character(s) (Dragon Age),4
Katarina Amell,4
Minerva McGonagall,4
Various Others,4
Loki,4
Forgotten Ones - Character,4
Dragons - Character,4
Katari (Dragon Age),4
Tentacle Creature,4
Original Spirit Character(s),4
Jethann (Dragon Age),4
Vax'ildan (Critical Role),4
Keyleth (Critical Role),4
Dulci de Launcet,4
Female Revan (Star Wars),4
Ser Jory (Dragon Age),4
Amund - Character,4
Urthemiel (Dragon Age),4
athras,4
Tranquil (Characters),4
Lindiranae,4
Zevran (Dragon Age),4
Blue Hawke - Character,4
The Augur (Dragon Age),4
Ellen Harvelle,4
The Hero of Ferelden,4
Elisara Tarael Lavellan,4
cataline howe,4
Legion (Mass Effect),4
Shartan (Dragon Age),4
david trevelyan,4
Fateless One (Kingdoms of Amalur),4
Minne,4
Lord Harimann,4
Echo Trevelyan,4
Josephine Montiliyet,4
Multiple Wardens - Character,4
Alduin (Elder Scrolls),4
Children - Character,4
Swivet (a nug),4
Male Courier,4
Zither (Dragon Age),4
Idhren Lavellan,4
Other DA Characters,4
Thor,4
The Divine (Dragon Age),4
Petra,4
Aegis the Mabari - Character,4
Apostate(s) (Dragon Age),4
Liane Hawke,4
Hugh (Dragon Age),4
Hawke (Mentioned),4
Kestrel Ariyah (OC),4
Rylie Camerloch (OC),4
Niro Surana,4
Kuroo Tetsurou,4
Starfire,4
Link (Legend of Zelda),4
Karasaad,4
Malcom Hawke,4
Leto (Dragon Age),4
Moira,4
Jeven,4
Felix Amell,4
Skyhold Staff,4
Aragorn | Estel,4
Ben Solo | Kylo Ren,4
Original Red Templar Character(s),4
Maria Hill,4
Sam Gamgee,4
Merry Brandybuck,4
Pippin Took,4
Sketch (Dragon Age),4
Evelia Trevelyan,4
The Forbidden Ones (Dragon Age),4
The Elven Gods,4
Dana Scully,4
Peggy Carter,4
Kylo Ren,4
Sole Survivor (Fallout),4
Sheogorath,4
Ameridan,4
Echo Harper,4
Blades of Hessarian (Characters),4
Artemis Trevelyan,4
mentions of Leliana,4
Gatt (Dragon Age),4
Bridget Tabris,4
Guillaume de Launcet,4
Mage!Hawke,4
Marquise of Serault,4
Eliane Bryland,4
Leandaros Surana,4
Iron Bull - Mentioned,4
Pinga Lavellan,4
Crowley (Supernatural),4
Regan Cousland,4
Regan Trevelyan,4
Luna Lovegood,4
Katherine Hawke,4
Elera Lavellan,4
Sulahn Lavellan,4
Josephine Montilyet (mentioned),4
Hawk,4
Kim Jongin | Kai,4
Oh Sehun,4
Zevran (mentioned),4
Jarvis (Iron Man movies),4
Original Altmer Character(s),4
Santa Claus,4
Gimli (Son of Glóin),4
maethren lavellan,4
Elyssa Cousland,4
Jasper Lavellan,4
Gilmore (Dragon Age),4
Mother Giselle (Dragon Age),4
M'gann M'orzz,4
meraad adaar,4
Male Desire Demon(s) (Dragon Age),4
Original hawke,4
Fanatics - Character,4
Dragon Age - Character,4
Khedira Lavellan,4
Asala Adaar,4
Eliezer Hawke,4
the gang's all here - Character,4
The Whole Gang really,4
Dellis Trevelyan,4
Lydia (Elder Scrolls),4
Non-binary Inquisitor - Character,4
Jackson Whittemore,4
Snow Villiers,4
Chuckles,4
Emile de Launcet,4
Champion of Kirkwall - Character,4
Will Graham,4
Zaeed Massani,4
Alexander Trevelyan - Character,4
Lord Seeker Lambert,4
Liliana,4
All of Them,4
Dragon Age: Origins - Awakening Companions,4
Lyla Lavellan,4
OC female inquisitor,4
Bann Esmerelle,4
Corff (Dragon Age),4
Karliah,4
Thorin's Company,4
Female Fateless One (Kingdoms of Amalur),4
Various Other Characters,4
Nissa Lavellan,4
Marcurio,4
Eldarion Surana,4
Reimas,4
Sam Wilson (Marvel),4
Natasha Romanova,4
Billy Kaplan,4
mentions of Solas,4
Hadvar,4
Mentioned Fenris - Character,4
Seeker(s) of Truth,4
Scout Lace Harding,4
Kelandris Trevelyan,4
Leia Organa,4
Luke Skywalker,4
Han Solo,4
Thancred,4
Nightingale,4
Genesis Rhapsodos,4
Original Character/s - Character,4
Marian,4
Johane Harimann,4
Gabriel (Supernatural),4
Taka Trevelyan,4
Rage Demon(s) (Dragon Age),4
Drysia Lavellan,4
Mother Petrice,4
Mentions of Sera,4
Vir Lavellan,4
Malcolm,4
Ana Amari,4
Warrior Adaar,4
Pol (Dragon Age),4
Kaariss,4
Original Non-Warden Aeducan(s),4
Piras Surana (OC),4
Milo Trevelyan,4
Cloud Strife,4
Tifa Lockhart,4
Tidus (Final Fantasy X),4
female dwarf Inquisitor,4
Samara (Mass Effect),4
Commander Shepard,4
Everyone Eventually,4
Thea Cousland,4
Peter Quill,4
Sans (Undertale),4
Lyra Hawke,4
Azumane Asahi,4
Sawamura Daichi,4
Shimizu Kiyoko,4
Handsome Jack (Borderlands),4
Mithra,4
Hurlock Vanguard,4
Katra Hawke,4
Cooper Hawke,4
Livia Alexius,4
Arigena,4
Rogue Mahariel,4
Tentacle Monster,4
Danarius (mentioned),4
"Cremisius ""Krem"" Aclassi's Mother",4
Spirit of Compassion,4
Amelle Hawke,4
Sloth Demon(s) (Dragon Age),4
Awakening Crew,4
Ianto Jones,4
Sansa Stark,4
Thalon Lavellan,4
Clint Hawke,4
Finn Lavellan - Character,4
hawke's mabari,4
Ser Varnell,4
dreadwolf,4
Lysas,4
Alfstanna,4
others mentioned - Character,4
Dragon,4
Warrior Warden (Dragon Age),4
Bo (Lost Girl),4
Fog Warriors - Character,4
Serena Hawke,4
Male Shepard,4
Aneirin,4
Bull,4
Tamsin Lavellan,4
Ithilvhen Lavellan,4
Da'nehn Lavellan,4
Cast of DA2,4
Vivien Hawke,4
Julien (Dragon Age),4
Pike Trickfoot,4
Verrana Cousland,4
lelliana,4
Kerah Adaar,4
Asta Trevelyan,4
Non-binary Hawke,4
Papa!Solas - Character,4
Da'vhenan,4
feynite,4
Ionna Lavellan,4
Ukai Keishin,4
DAI Ensemble,4
Zevran Arainai (mentioned),4
Jathrin Lavellan,4
Ferion Lavellan,4
Moira Cousland,4
Baby - Character,4
Adria Hawke,4
Leliana (mention) - Character,4
Jean-Esmeral,4
Sarren Mahariel,4
Rina (OC),4
Thenvunin,4
Sally Donovan,4
Adair Trevelyan,4
Bunny (Dragon Age),4
Non-binary Lavellan,4
and their children - Character,4
America (Hetalia: Axis Powers),4
Ghost Lavellan,4
Neri (OC),4
Alma Tabris,4
Cillian,4
Elva,4
Coria Lavellan,4
Hessarian,4
Rogue Adaar,4
Celene (Dragon Age),4
Knight Captain Rylen - Character,4
Inquisitor Levellan,4
Rook Brosca,4
Viscount Dumar,4
Flidais Lavellan,4
Mana Lavellan,4
the Kirkwall Gang,4
Zevran Aranai,4
Feray Lavellan,4
Fear Demon,4
Aurora Trevelyan,4
Ariette Trevelyan,4
Ellya Lavellan,4
Female Adaar Inquisitor,4
Feniradel Lavellan,4
Rowan Trevelyan,4
Viktor Trevelyan,4
Anaris (Dragon Age: Inquisition),4
Scout Lavellan,4
Leonard McCoy,4
Blood Mage Hawke - Character,4
Aysunn Adaar,4
nobles,4
Vol Lavellan,4
Jayde Trevelyan,4
Nori (Tolkien),4
Óin,4
Beorn,4
Flynn Ansari,4
Aerith Gainsborough,4
Val'Aishlym Lavellan,4
Nori,4
Devin Hawke,4
Dragon Age Inquisition Ensemble,4
Madera Lavellan,4
Meria Lavellan,4
Killer Hawke - Character,4
Sorcha Hawke,4
Orlesian High Warden,4
Blood Mage - Character,4
Dwyn,4
Serena Cousland,4
Maric,4
Rolan,4
Lils,4
Laica Friel,4
Ingva Brosca,4
Ariqun,4
Karasten,4
Cara Mason,4
Viddathari - Character,4
Others Supporting,4
Right Brosca,4
Cousland (PC),4
Sokka (Avatar),3
Zuko (Avatar),3
Female Courier,3
Elsa (Disney),3
"Fareeha ""Pharah"" Amari",3
Sombra (Overwatch),3
Shirogane Naoto,3
Ratonhnhaké:ton | Connor,3
Kestrel Lavellan,3
Riku (Kingdom Hearts),3
Kinnon (Dragon Age),3
city elves - Character,3
Female Surana (Dragon Age),3
Venatori Character(s) (Dragon Age),3
Galion Mahariel,3
Leorah (Dragon Age),3
Ser Mettin (Dragon Age),3
Haruno Sakura,3
Hatake Kakashi,3
Hyuuga Hinata,3
Kyuubi | Nine-tails | Kurama,3
Raava,3
Varel (Dragon Age),3
The Outsider (Dishonored),3
Original D&D Character(s),3
Big Boss (Metal Gear),3
Ignis Scientia,3
Wynne (mentioned),3
John Hancock (Fallout),3
Katsuki Yuuri,3
Victor Nikiforov,3
Jumin Han,3
Desmond Miles,3
Altaïr Ibn-La'Ahad,3
Death (Harry Potter),3
Lady Elegant (Dragon Age),3
Original Spirit Character,3
Prince of Starkhaven,3
Kirkwall Gang,3
Venowen Tabris,3
Rozellene Chambreterre,3
Ashaad (Dragon Age),3
Ashara Lavellan,3
Athena Trevelyan,3
Helisma,3
Kinzie Kensington,3
Ritts (Dragon Age),3
All Companions,3
Aiden Cousland,3
Mathelina Lavellan,3
Dairren (Dragon Age),3
The Cast of DA2,3
female Hawke (mentioned) - Character,3
Jarvia (Dragon Age),3
Antivan Crows - Character,3
Sentinel Elves,3
Ashalle (Dragon Age),3
Tom Riddle,3
Orlesian(s) (Dragon Age),3
Neira Surana,3
Casavir,3
Hayder,3
Naomi Westerkamp,3
James Westerkamp,3
Tiernan,3
Tomwise (Dragon Age),3
Female Vestige,3
Philliam Trevelyan,3
Male Inquisition Soldier(s) (Dragon Age),3
Hallah Lynne,3
Helsdim Rolfsen,3
Divine Leliana - Character,3
Tristan Amell,3
Sentinel(s) (Dragon Age),3
Anora Mac Tir (mentioned),3
Original Female Inquisitor,3
Spirit,3
Warrior Cousland,3
Cremisius “Krem” Aclassi,3
Grey Warden(s) (Dragon Age),3
Aiden,3
Daisy,3
Original Trevelyan Character(s),3
Ser Agatha,3
Aveline (Dragon Age),3
Flint Company,3
Original,3
Witch of the Wilds - Character,3
Hubert (Dragon Age),3
Fairbanks (Dragon Age),3
Arlessa Howe,3
Original Inquisitor-Iron Bull Child(ren),3
Sky Watcher (Dragon Age),3
Canon Character(s),3
Farkas (Elder Scrolls),3
Delvin Mallory,3
Vilkas (Elder Scrolls),3
Male Hawke (mentioned),3
Dragon Age cast - Character,3
Evelyn,3
tba,3
Amell Family (Dragon Age),3
everyone really,3
Sheogorath (Elder Scrolls),3
Adair Lavellan,3
Arcade Gannon,3
Craig Boone,3
Garavel,3
amalthea trevelyan,3
"Aleksandra ""Zarya"" Zaryanova",3
Siona Lavellan,3
Kinnon,3
Templar Bran,3
Trista Hawke (OC),3
Sollux Captor,3
Aradia Megido,3
red templar,3
Dorian Pavus (Dragon Age),3
Sa'lyn Lavellan,3
Javik (Mass Effect),3
Harrowmont,3
Assorted OCs,3
Dalish Warden,3
Hawke (mention),3
Willow Trevelyan,3
Melysande Cousland,3
Female,3
Original Female Trevelyan,3
etc.,3
Dagna (mentioned),3
Kathyra (OC),3
Oikawa Tooru,3
Riven Lavellan,3
Hanin Lavellan,3
Lin Beifong,3
Midna (Legend of Zelda),3
Samus Aran,3
"Maxine ""Max"" Caulfield",3
Red Templar(s) (Dragon Age),3
Bokuto Koutarou,3
Akaashi Keiji,3
Kozume Kenma,3
Male Elf Warden,3
rogue!Hawke,3
Vetra Nyx,3
Liam Kosta,3
Jaal Ama Darav,3
Gil Brodie,3
Aurea Amell,3
Blood Mage(s),3
Tevinter(s),3
more characters to be added later - Character,3
Minor Merrill,3
other companions mentioned,3
Galadriel | Artanis,3
Hulk (Marvel),3
Margo Trevelyan,3
Mentions of Hawke,3
Valena,3
Torrin (Dragon Age),3
Dinlas'al'ras,3
Junkrat | Jamison Fawkes,3
Vision (Marvel),3
Elven Gods - Character,3
Skye | Daisy Johnson,3
Lucian (Underworld),3
Lone Wanderer,3
Male Sole Survivor,3
Jacob Taylor,3
Male Qunari,3
Connor,3
Brigit Trevelyan,3
Obadiah Stane,3
Mentions of Josephine,3
Alexander Hawke,3
The First Warden,3
Male Rogue Warden,3
Elvhen Pantheon - Character,3
Inara Serra,3
various original characters,3
Avernus (Dragon Age),3
Mahon Lavellan,3
Lots of OCs,3
Eustace Morris,3
Nylah Lavellan,3
Allura Mahariel,3
Zahra Tahan,3
Nicolette Fabre,3
Female Amell (mentioned),3
Felix Alexius (mentioned),3
Daniel (Dragon Age),3
Eira Lavellan,3
Park Chanyeol,3
Byun Baekhyun,3
Zhang Yi Xing | Lay,3
Adaar's Mother,3
Katoh,3
Jack Morrison,3
Other OCs - Character,3
Original Adaar,3
Vasaad (Dragon Age),3
Alister,3
Fred Weasley,3
Neville Longbottom,3
Mardy (Dragon Age),3
Non-Inquisitor Adaar - Character,3
Tug (Dragon Age),3
Female Original Character,3
Gideon Trevelyan,3
Artemis Crock,3
The Warden (Dragon Age),3
Varel Baern,3
Lavellan Inquisitor - Character,3
Anaan Adaar,3
Sebastian Vael (mentioned),3
Natasha Romanoff,3
Erlina (Dragon Age),3
mentioned Solas - Character,3
Bohdan,3
Delton,3
Josie,3
Non-Warden Cousland,3
Maevaris Tilani (mentioned),3
Sketch,3
Chastity Trevelyan (OC),3
Catherine Trevelyan,3
Eli Hawke,3
Eleri Lavellan,3
FemHawke,3
Young Solas - Character,3
Rial Lavellan,3
Boromir (Son of Denethor II),3
EDI,3
M!Trevelyan,3
Male Boss (Saints Row),3
Ogren,3
Pharamond,3
Modern OC - Character,3
Reyes Vidal,3
all the other nerds,3
Krem (Dragon Age),3
Siael,3
Rory Allen,3
Beverly Katz,3
Jimmy Price,3
Brian Zeller,3
Jack Crawford,3
Lusacan,3
Robb Stark,3
random oc - Character,3
